Company Name,Company url,ROP,Title,TN,Meta,MN,LVTN,LVDN,Links,Word,DCNAIH,RatioWL,External,Internal,We,Et,RV
the walt disney company,https://thewaltdisneycompany.com,2,0,0,1,0.25,50,15,39,295,1,7.564102564,0,0,0,0,1
the world bank,https://data.worldbank.org,2,0,0,1,0.3333333333,23,17,69,509,1,7.376811594,46,17,11.06521739,0.6666666667,1
thermo fisher scientific,https://www.thermofisher.com,2,1,0.3333333333,1,0.3333333333,8,23,225,613,1,2.724444444,9,187,68.11111111,0.04,1
thomson reuters,https://tax.thomsonreuters.com,2,1,0.5,1,0.5,41,17,84,619,1,7.369047619,14,70,44.21428571,0.1666666667,1
time warner cable,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,15,20,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
tnt,https://www.tnt.com site,2,2,2,1,1,59,21,0,0,1,0,0,0,0,0,1
total,https://www.total.com,2,2,2,1,1,35,16,139,0,1,0,29,115,0,0.2086330935,1
toyota,https://www.toyotabharat.com,2,1,1,3,3,26,22,25,119,1,4.76,0,26,0,0,1
travelers,https://www.imdb.com,2,1,1,0,0,30,19,147,633,1,4.306122449,19,89,33.31578947,0.1292517007,1
trw,en.wikipedia.org wiki,2,1,1,1,1,20,19,0,0,1,0,0,0,0,0,0
u.s. bank,https://www.linkedin.com,2,1,0.5,1,0.5,14,21,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
u.s. coast guard,https://en.wikipedia.org,2,0,0,0,0,27,21,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
u.s. department of state,https://en.wikipedia.org,2,0,0,0,0,27,24,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
uber,https://play.google.com,2,1,1,1,1,40,22,0,15280,1,0,0,0,0,0,0
ubs,https://en.wikipedia.org,2,1,1,2,2,15,23,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
uc berkeley,https://en.wikipedia.org,2,0,0,1,0.5,38,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
ucla,https://en.wikipedia.org,2,0,0,5,5,47,23,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
undp,http://www.hdr.undp.org,2,1,1,1,1,46,19,19,0,1,0,5,15,0,0.2631578947,1
unicef,https://www.unicef.org,2,2,2,1,1,27,16,55,536,1,9.745454545,0,0,0,0,1
unicredit,https://www.unicreditgroup.eu,2,1,1,1,1,8,20,101,0,1,0,1,0,0,0.009900990099,1
unilever,https://www.unilever.com,2,1,1,1,1,37,16,123,0,1,0,10,84,0,0.08130081301,1
unisys,https://www.unisys.co.in,2,1,1,1,1,52,18,142,71,1,0.5,0,0,0,0,1
united airlines,https://hi.wikipedia.org wiki यूनाइटेड_एयरलाइ...,2,0,0,0,0,29,42,0,0,0,0,0,0,0,0,0
united nations,https://www.un.org,2,1,0.5,0,0,17,17,12,181,1,15.08333333,0,0,0,0,1
united states air force,https://en.wikipedia.org,2,0,0,0,0,33,22,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
united states army reserve,https://www.usar.army.mil,2,0,0,0,0,20,23,215,1291,0,6.004651163,0,0,0,0,1
united states department of defense,https://en.wikipedia.org,2,1,0.2,1,0.2,16,30,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
united states marine corps,https://www.marines.mil,2,0,0,2,0.5,16,19,121,246,1,2.033057851,44,73,5.590909091,0.3636363636,1
united states postal service,https://en.wikipedia.org,2,1,0.25,1,0.25,16,25,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
unitedhealth group,https://en.wikipedia.org,2,1,0.5,1,0.5,15,22,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
university of florida,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,22,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
university of illinois at urbana-champaign,https://en.wikipedia.org,2,0,0,0,0,19,36,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
university of maryland,https://www.umaryland.edu,2,1,0.3333333333,1,0.3333333333,27,18,241,1611,1,6.684647303,50,193,32.22,0.2074688797,1
university of michigan,https://www.engin.umich.edu,2,1,0.3333333333,0,0,25,23,106,0,1,0,0,0,0,0,1
university of minnesota,https://www.d.umn.edu,2,1,0.3333333333,1,0.3333333333,9,21,30,308,1,10.26666667,0,0,0,0,1
university of pennsylvania,https://hi.wikipedia.org wiki पेन्सिल्वेनिय...,2,0,0,0,0,27,41,0,0,0,0,0,0,0,0,0
university of phoenix,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,23,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
university of southern california,https://studyabroad.shiksha.com,2,1,0.25,2,0.5,25,31,311,1824,1,5.864951768,54,253,33.77777778,0.1736334405,0
university of toronto,https://studyabroad.shiksha.com,2,1,0.3333333333,0,0,36,27,311,1824,1,5.864951768,54,251,33.77777778,0.1736334405,0
university of washington,https://en.wikipedia.org,2,1,0.3333333333,1,0.3333333333,14,23,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
university of wisconsin-madison,https://en.wikipedia.org,2,0,0,0,0,16,26,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
upmc,https://www.upmchealthplan.com,2,1,1,1,1,40,26,95,1295,1,13.63157895,21,63,61.66666667,0.2210526316,1
ups,https://www.ups.com Home,2,1,1,1,1,56,21,0,0,1,0,0,0,0,0,1
upwork,https://www.linkedin.com,2,1,1,1,1,12,21,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
us army,https://en.wikipedia.org,2,0,0,2,1,25,22,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
us army corps of engineers,https://en.wikipedia.org,2,0,0,0,0,27,23,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
us department of homeland security,https://en.wikipedia.org,2,0,0,0,0,27,28,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
us forest service,https://en.wikipedia.org,2,0,0,0,0,26,22,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
us government,https://en.wikipedia.org,2,0,0,0,0,40,22,279,1225,0,4.390681004,91,188,13.46153846,0.3261648746,0
us navy,https://www.navy.mil,2,0,0,0,0,5,15,76,495,0,6.513157895,26,51,19.03846154,0.3421052632,1
usaa,https://en.wikipedia.org,2,1,1,2,2,15,22,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
vale,http://www.vale.com,2,2,2,1,1,18,15,12,3,1,0.25,1,11,3,0.08333333333,1
valeo,https://www.valeoservice.com,2,1,1,1,1,32,23,117,708,1,6.051282051,27,81,26.22222222,0.2307692308,1
vanguard,https://www.vanguardinvestor.co.uk,2,1,1,2,2,49,26,0,11,1,0,0,0,0,0,1
veolia,https://www.veolia.in,2,1,1,4,4,7,15,124,0,1,0,55,70,0,0.4435483871,1
verbum traducción y edición,https://in.linkedin.com,2,1,0.25,1,0.25,29,23,108,544,1,5.037037037,31,77,17.5483871,0.287037037,0
verizon,https://en.wikipedia.org,2,1,1,3,3,28,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
verizon wireless,en.wikipedia.org wiki,2,0,0,2,1,26,18,0,0,1,0,0,0,0,0,0
victoria's secret,https://en.wikipedia.org,2,1,0.5,1,0.5,14,23,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
visa,https://indianvisaonline.gov.in,2,2,2,2,2,23,27,13,1779,1,136.8461538,9,12,197.6666667,0.6923076923,1
vmware,https://en.wikipedia.org,2,1,1,2,2,14,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
vodafone,https://en.wikipedia.org wiki Vo...,2,1,1,5,5,13,32,0,0,1,0,0,0,0,0,0
volvo car group,https://group.volvocars.com,2,1,0.3333333333,0,0,21,20,51,0,1,0,20,32,0,0.3921568627,1
walgreens,https://www.walgreensbootsalliance.com,2,1,1,1,1,22,29,64,1101,1,17.203125,6,59,183.5,0.09375,1
walmart,http://www.wal-martindia.in,2,1,1,3,3,7,20,22,503,1,22.86363636,0,0,0,0,1
walt disney world,https://en.wikipedia.org,2,1,0.3333333333,2,0.6666666667,15,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
waste management,https://www.wm.com,2,1,0.5,1,0.5,30,17,0,17,1,0,0,0,0,0,1
weatherford,https://ie.linkedin.com,2,1,1,2,2,12,21,108,544,1,5.037037037,0,0,0,0,0
wells fargo,https://en.wikipedia.org,2,1,0.5,4,2,14,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
wells fargo advisors,https://www.wellsfargo.com,2,0,0,0,0,44,21,136,978,0,7.191176471,0,0,0,0,1
wells fargo home mortgage,https://www.wellsfargo.com,2,0,0,0,0,41,24,136,978,0,7.191176471,0,0,0,0,1
westpac,https://en.wikipedia.org,2,1,1,5,5,13,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
whirlpool corporation,https://www.whirlpool.com,2,0,0,0,0,42,21,121,2150,0,17.76859504,21,99,102.3809524,0.173553719,1
whole foods market,https://it.pedia.org Whole_Foods_Market,2,1,0.3333333333,1,0.3333333333,15,27,0,0,1,0,0,0,0,0,1
willis towers watson,https://www.linkedin.com,2,1,0.3333333333,1,0.3333333333,14,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
wipro infotech,https://www.wipro.com,2,1,0.5,2,1,46,18,108,769,1,7.12037037,0,0,0,0,1
wipro technologies,https://careers.wipro.com,2,0,0,0,0,36,22,101,75,0,0.7425742574,0,0,0,0,1
wns global services,https://www.wns.com a...,2,0,0,0,0,42,22,0,0,0,0,0,0,0,0,1
wood,https://en.wikipedia.org,2,1,1,6,6,13,22,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
world vision,https://www.worldvision.in,2,1,0.5,1,0.5,47,16,67,127,1,1.895522388,15,41,8.466666667,0.223880597,1
worleyparsons,https://en.wikipedia.org,2,0,0,1,1,21,21,279,1225,1,4.390681004,91,188,13.46153846,0.3261648746,0
xerox,https://hi.wikipedia.org,2,0,0,0,0,20,22,734,1982,0,2.70027248,432,308,4.587962963,0.5885558583,0
ymca,https://www.ymca.int,2,2,2,1,1,48,16,45,778,1,17.28888889,9,44,86.44444444,0.2,1
youtube,https://play.google.com,2,1,1,1,1,24,21,0,15280,1,0,0,0,0,0,0
zte,https://gadgets.ndtv.com,2,1,1,5,5,53,22,210,0,1,0,21,179,0,0.1,0
zurich insurance company ltd,https://www.zurich.com,2,0,0,0,0,25,25,199,2,0,0.01005025126,0,0,0,0,1
bloomberg lp,https://en.wikipedia.org,3,0,0,1,0.5,16,22,272,0,1,0,91,188,0,0.3345588235,0
bmo financial group,https://ca.linkedin.com,3,1,0.3333333333,1,0.3333333333,16,21,108,543,1,5.027777778,31,77,17.51612903,0.287037037,0
bmw group,https://www.bmwgroup.jobs,3,1,0.5,1,0.5,12,18,45,102,1,2.266666667,20,26,5.1,0.4444444444,1
bnp paribas,https://www.bnpparibas.co.in,3,1,0.5,1,0.5,42,19,44,410,1,9.318181818,21,23,19.52380952,0.4772727273,1
bnp paribas fortis,https://en.wikipedia.org,3,1,0.3333333333,1,0.3333333333,17,22,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
bny mellon,https://www.bnymellon.com,3,1,0.5,1,0.5,19,17,132,7,1,0.05303030303,7,127,1,0.05303030303,
boehringer ingelheim,https://www.boehringer-ingelheim.com,3,0,0,1,0.5,16,17,124,0,1,0,0,0,0,0,
boeing,https://www.boeing.com,3,1,1,1,1,20,16,139,1170,1,8.417266187,0,0,0,0,
bombardier,https://en.wikipedia.org,3,1,1,4,4,18,21,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
booz allen hamilton,https://www.linkedin.com,3,1,0.3333333333,1,0.3333333333,14,21,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
bosch,https://www.bosch-home.in,3,1,1,1,1,55,20,103,0,1,0,3,0,0,0.02912621359,
boston scientific,https://en.wikipedia.org,3,1,0.5,1,0.5,14,20,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
bp,https://www.linkedin.com,3,1,1,1,1,11,23,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
bradesco,https://play.google.com,3,1,1,0,0,40,19,0,15353,1,0,0,0,0,0,0
brf,https://en.wikipedia.org,3,1,1,1,1,20,23,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
"bright futures, a college and career management company",https://www.linkedin.com,3,0,0,2,0.25,48,44,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
bristol-myers squibb,https://www.linkedin.com,3,0,0,1,0.5,15,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
british airways,https://www.britishairways.com,3,1,0.5,1,0.5,49,17,0,14,1,0,0,0,0,0,1
british american tobacco,https://tobaccotactics.org,3,1,0.3333333333,1,0.3333333333,20,22,56,0,1,0,0,0,0,0,1
british army,https://en.wikipedia.org,3,0,0,0,0,20,21,278,1225,0,4.40647482,91,188,13.46153846,0.3273381295,0
bsnl,https://portal.bsnl.in,3,1,1,1,1,20,18,0,4,1,0,0,0,0,0,1
bt,https://www.linkedin.com,3,1,1,2,2,13,23,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
bureau veritas,https://en.wikipedia.org,3,1,0.5,1,0.5,14,21,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
burger king corporation,https://en.wikipedia.org,3,0,0,0,0,13,21,278,1225,0,4.40647482,91,188,13.46153846,0.3273381295,0
caixa economica federal,https://en.wikipedia.org,3,0,0,0,0,16,21,278,1225,0,4.40647482,91,188,13.46153846,0.3273381295,0
capgemini,https://hi.wikipedia.org,3,0,0,0,0,22,21,734,1982,0,2.70027248,432,308,4.587962963,0.5885558583,0
capital one,https://en.wikipedia.org,3,1,0.5,3,1.5,14,21,278,1225,1,4.40647482,91,188,13.46153846,0.3273381295,0
cardinal health,https://www.linkedin.com,3,1,0.5,1,0.5,13,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
cargill,https://hi.wikipedia.org,3,0,0,1,1,27,23,0,1982,1,0,432,308,4.587962963,0,0
carrefour,https://www.carrefouruae.com,3,1,1,1,1,47,19,1,0,1,0,0,0,0,0,1
caterpillar inc.,https://www.caterpillar.com,3,0,0,0,0,42,17,121,0,0,0,0,0,0,0,1
cbre,https://www.linkedin.com,3,1,1,3,3,14,23,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
centers for disease control and prevention,https://www.linkedin.com,3,1,0.1666666667,0,0,15,35,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
century 21,https://www.c21.ca,3,1,0.5,1,0.5,21,16,99,1621,1,16.37373737,10,35,162.1,0.101010101,1
centurylink,https://www.linkedin.com,3,1,1,1,1,13,20,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
cerner corporation,https://en.wikipedia.org,3,0,0,1,0.5,12,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
ceva logistics,https://en.wikipedia.org,3,1,0.5,1,0.5,17,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cgi,https://www.cgi.com,3,1,1,2,2,19,16,107,1054,1,9.85046729,0,0,0,0,1
ch2m hill,https://www.jacobs.com,3,0,0,1,0.5,50,22,43,864,1,20.09302326,11,32,78.54545455,0.2558139535,1
charles schwab,https://en.wikipedia.org,3,0,0,1,0.5,17,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
charter communications,https://corporate.charter.com,3,1,0.5,2,1,10,24,55,742,1,13.49090909,30,26,24.73333333,0.5454545455,1
chase,https://en.wikipedia.org,3,1,1,2,2,22,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
chevron,https://en.wikipedia.org,3,1,1,1,1,25,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
chicago public schools,https://en.wikipedia.org,3,1,0.3333333333,1,0.3333333333,33,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
chubb,https://www.linkedin.com,3,1,1,2,2,12,24,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
cibc,https://en.wikipedia.org,3,0,0,1,1,44,23,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cigna,https://www.cignahealthbenefits.com,3,1,1,3,3,17,30,47,710,1,15.10638298,4,44,177.5,0.08510638298,1
cintas,https://www.linkedin.com,3,1,1,1,1,12,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
cis,https://en.wikipedia.org,3,0,0,4,4,45,23,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cisco,https://en.wikipedia.org,3,1,1,2,2,21,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
citi,https://www.citi.com,3,1,1,1,1,58,16,4,31,1,7.75,0,0,0,0,1
citizens bank,https://www.citizenbank.bank,3,0,0,1,0.5,54,17,59,317,1,5.372881356,0,0,0,0,1
claro,https://www.claro.com.br,3,1,1,5,5,48,19,166,1655,1,9.969879518,61,106,27.13114754,0.3674698795,1
cleveland clinic,https://en.wikipedia.org,3,1,0.5,1,0.5,14,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cnh industrial,https://www.linkedin.com,3,1,0.5,2,1,15,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
coca-cola femsa,https://en.wikipedia.org,3,1,0.5,2,1,17,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cognizant technology solutions,https://en.wikipedia.org,3,0,0,0,0,20,27,278,1306,0,4.697841727,91,188,14.35164835,0.3273381295,0
coldwell banker,https://www.coldwellbanker.in,3,1,0.5,2,1,8,16,31,829,1,26.74193548,0,0,0,0,1
coldwell banker residential brokerage,https://www.coldwellbankerhomes.com,3,0,0,1,0.25,45,33,82,669,1,8.158536585,3,81,223,0.03658536585,1
colegio,https://www.colegiobolivar.edu.co,3,1,1,1,1,19,26,0,6,1,0,0,0,0,0,1
colgate palmolive,https://www.colgatepalmolive.co.in,3,0,0,0,0,42,19,106,478,0,4.509433962,86,18,5.558139535,0.8113207547,1
columbia university in the city of new york,https://en.wikipedia.org,3,0,0,1,0.125,22,36,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
comcast,https://business.comcast.com,3,1,1,1,1,26,21,72,0,1,0,0,0,0,0,1
comcast cable,https://en.wikipedia.org wiki,3,0,0,0,0,11,28,0,0,0,0,0,0,0,0,0
commonwealth bank,http://www.combankltd.com,3,1,0.5,1,0.5,36,20,77,379,1,4.922077922,0,0,0,0,1
compass group,https://www.compass-group.co.in,3,1,0.5,1,0.5,16,19,71,13,1,0.1830985915,4,69,3.25,0.05633802817,1
conocophillips,https://www.linkedin.com,3,1,1,1,1,13,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
continental,https://www.continental-tires.com,3,1,1,2,2,46,22,84,1297,1,15.44047619,7,78,185.2857143,0.08333333333,1
convergys,https://www.linkedin.com,3,1,1,1,1,12,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
cornell university,https://en.wikipedia.org,3,1,0.5,3,1.5,14,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
costco wholesale,https://www.linkedin.com,3,1,0.5,2,1,13,20,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
credit suisse,https://www.linkedin.com,3,1,0.5,2,1,13,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
csc,https://register.csc.gov.in,3,1,1,2,2,9,24,19,477,1,25.10526316,8,12,59.625,0.4210526316,1
cummins inc.,https://en.wikipedia.org,3,0,0,0,0,11,21,278,1306,0,4.697841727,91,188,14.35164835,0.3273381295,0
cushman & wakefield,https://en.wikipedia.org,3,1,0.3333333333,2,0.6666666667,14,20,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cvs health,https://en.wikipedia.org,3,1,0.5,2,1,16,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
cvs pharmacy,https://en.wikipedia.org wiki,3,1,0.5,0,0,16,25,0,0,1,0,0,0,0,0,0
d&d social networks sourcing,https://www.myrhline.com,3,0,0,0,0,42,25,167,4522,0,27.07784431,141,10,32.07092199,0.8443113772,1
daimler ag,https://www.daimler.com,3,0,0,1,0.5,29,16,353,788,1,2.232294618,80,268,9.85,0.2266288952,1
danone,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
danske bank,https://danskebank.dk f,3,1,0.5,0,0,13,14,0,0,1,0,0,0,0,0,1
davita,https://www.amarujala.com tags savita-bhabhi,3,0,0,0,0,20,39,0,0,0,0,0,0,0,0,1
db schenker,https://www.linkedin.com,3,1,0.5,2,1,14,20,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
decathlon france,https://www.decathlon.com,3,0,0,0,0,47,19,428,2694,0,6.294392523,5,433,538.8,0.01168224299,1
dell,https://en.wikipedia.org,3,1,1,1,1,13,23,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
dell emc,https://en.wikipedia.org,3,1,0.5,4,2,15,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
deloitte,https://www2.deloitte.com,3,1,1,2,2,14,17,134,0,1,0,15,102,0,0.1119402985,1
delphi,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
delta air lines,https://www.linkedin.com,3,1,0.3333333333,1,0.3333333333,14,20,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
departament d'ensenyament - generalitat de catalunya,https://www.bioinformaticsbarcelona.eu,3,1,0.1666666667,1,0.1666666667,5,45,0,0,1,0,0,0,0,0,1
department of veterans affairs,https://www.dva.gov.au,3,0,0,0,0,4,27,108,816,0,7.555555556,28,85,29.14285714,0.2592592593,1
desjardins,https://en.wikipedia.org,3,1,1,2,2,19,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
deutsche bank,https://hi.wikipedia.org wiki ड्यूश_बैंक,3,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0
dhl,https://mydhl.express.dhl,3,1,1,2,2,59,22,2,37,1,18.5,1,1,37,0.5,1
dhl supply chain - Buscar con,https://www.dhl.com,3,0,0,0,0,38,25,191,37,0,0.1937172775,0,0,0,0,1
diageo,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
dimension data,https://en.wikipedia.org,3,1,0.5,1,0.5,14,19,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
dollar general,https://www.facebook.com,3,1,0.5,2,1,20,23,0,74,1,0,17,29,4.352941176,0,0
duke energy corporation,https://www.linkedin.com,3,1,0.3333333333,0,0,14,23,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
dupont,https://en.wikipedia.org,3,1,1,6,6,14,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
dxc technology,https://en.wikipedia.org,3,1,0.5,1,0.5,16,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
eaton,https://en.wikipedia.org,3,1,1,1,1,25,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
ebay,https://hi.wikipedia.org wiki,3,0,0,1,1,17,27,0,0,1,0,0,0,0,0,0
ecolab,https://www.linkedin.com,3,1,1,2,2,12,23,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
edf,https://www.edf-re.com,3,1,1,1,1,56,19,51,489,1,9.588235294,13,38,37.61538462,0.2549019608,1
education nationale,https://men.public.lu,3,1,0.5,0,0,35,19,120,1532,1,12.76666667,14,106,109.4285714,0.1166666667,1
edward jones - Αναζήτηση,https://www.facebook.com,3,0,0,0,0,17,24,0,74,0,0,17,29,4.352941176,0,0
electrolux,https://en.wikipedia.org,3,1,1,5,5,13,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
eli lilly and company,https://en.wikipedia.org,3,1,0.25,1,0.25,15,23,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
emerson,https://www.emerson.com,3,1,1,1,1,27,16,28,642,1,22.92857143,0,0,0,0,1
emerson automation solutions,https://www.emerson.com,3,0,0,0,0,19,24,28,642,0,22.92857143,11,18,58.36363636,0.3928571429,1
emirates,https://en.wikipedia.org,3,1,1,2,2,23,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
eni,https://en.wikipedia.org,3,1,1,2,2,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
enterprise holdings,https://en.wikipedia.org,3,1,0.5,1,0.5,14,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
enterprise rent-a-car,https://play.google.com,3,1,0.5,1,0.5,34,21,0,0,1,0,0,0,0,0,0
epam systems,https://www.linkedin.com,3,1,0.5,2,1,16,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
ericsson,https://www.linkedin.com,3,1,1,2,2,12,21,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
escola,https://deoghar.nic.in,3,0,0,0,0,33,19,129,472,0,3.658914729,39,90,12.1025641,0.3023255814,1
eskom,https://energy.economictimes.indiatimes.com,3,2,2,1,1,49,39,141,0,1,0,23,115,0,0.1631205674,0
etisalat,https://en.wikipedia.org,3,1,1,3,3,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
european commission,https://www.facebook.com,3,1,0.5,1,0.5,29,22,0,74,1,0,17,29,4.352941176,0,0
everis,https://www.linkedin.com,3,1,1,2,2,11,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
"expedia, inc.",https://en.wikipedia.org,3,0,0,0,0,17,20,278,1306,0,4.697841727,91,188,14.35164835,0.3273381295,0
exxonmobil,https://www.exxonmobilchemical.com,3,1,1,1,1,11,24,77,649,1,8.428571429,0,0,0,0,1
ey,https://www.ey.com,3,2,2,1,1,26,16,68,1380,1,20.29411765,6,63,230,0.08823529412,1
faa,https://www.linkedin.com,3,0,0,0,0,40,24,108,543,0,5.027777778,11,97,49.36363636,0.1018518519,0
facebook,https://www.facebook.com,3,1,1,1,1,10,16,0,74,1,0,17,29,4.352941176,0,0
fairfax county public schools,https://www.facebook.com,3,1,0.25,0,0,22,26,0,74,1,0,17,29,4.352941176,0,0
farmers insurance,https://en.wikipedia.org,3,1,0.5,1,0.5,20,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
faurecia,https://en.wikipedia.org,3,1,1,1,1,13,21,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
fca fiat chrysler automobiles,https://en.wikipedia.org,3,0,0,0,0,19,27,278,1306,0,4.697841727,91,188,14.35164835,0.3273381295,0
fedex,https://www.fedex.com,3,1,1,1,1,33,16,270,49,1,0.1814814815,4,269,12.25,0.01481481481,1
fedex express,https://www.fedex.com,3,1,0.5,3,1.5,36,20,270,49,1,0.1814814815,4,269,12.25,0.01481481481,1
fedex ground,https://www.fedex.com,3,1,0.5,1,0.5,50,18,270,49,1,0.1814814815,4,269,12.25,0.01481481481,1
fidelity investments,https://www.linkedin.com,3,1,0.5,1,0.5,13,21,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
fifth third bank,https://en.wikipedia.org,3,1,0.3333333333,1,0.3333333333,15,22,278,1306,1,4.697841727,91,188,14.35164835,0.3273381295,0
first data corporation,https://www.firstdata.com,3,0,0,1,0.3333333333,13,20,59,894,1,15.15254237,19,34,47.05263158,0.3220338983,1
fis,https://www.fisglobal.com,3,1,1,1,1,12,22,111,1043,1,9.396396396,13,102,80.23076923,0.1171171171,1
fiserv,https://www.linkedin.com,3,1,1,1,1,12,22,108,543,1,5.027777778,11,97,49.36363636,0.1018518519,0
